"Nome da conta","Nome da campanha","Nome do conjunto de anúncios","Nome do anúncio",Anúncios,Idade,Gênero,Dia,"Identificação da conta","Identificação da campanha","Identificação do conjunto de anúncios","Identificação do anúncio",Alcance,Impressões,Frequência,Moeda,"Valor usado (BRL)",Compras,"Custo por compra","Valor de conversão da compra","Cliques no link","CPC (custo por clique no link)","Cliques (todos)","CPC (todos)","CPM (custo por 1.000 impressões)","CTR (todos)",Visualizações,"Taxa de compras por visualizações da página de destino","Custo por 1.000 contas da Central de Contas alcançadas","Veiculação do anúncio","Veiculação do conjunto de anúncios","Veiculação da campanha","Início dos relatórios","Término dos relatórios"
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PCPI 17.09","Novo conjunto de anúncios de Tráfego","REELS NA RUA","REELS NA RUA",55-64,female,2025-09-27,103891466123901,120237221711980385,120237221712020385,120237221827430385,3,3,1,BRL,0.02,,,,,,0,0,6.66666667,0,,0,6.66666667,not_delivering,not_delivering,inactive,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 01","IMAGEM ATUALIZADA 01",55-64,female,2025-09-27,103891466123901,120233437699530385,120233437699510385,120233437699540385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,active,active,active,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PPES 27.09","03- ESTADOS 18 - 44 ANOS","VIDEO MENTORIA INDIVIDUAL","VIDEO MENTORIA INDIVIDUAL",25-34,male,2025-09-27,103891466123901,120237732340480385,120237732547940385,120237732547930385,233,234,1.00429185,BRL,0.93,,,,1,0.93,1,0.93,3.97435897,0.42735043,,0,3.99141631,not_delivering,inactive,inactive,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","01- ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 1","IMAGEM  NOVA 1",55-64,female,2025-09-27,103891466123901,120237514916220385,120237514916250385,120237514916230385,2,2,1,BRL,0.03,,,,,,0,0,15,0,,0,15,not_delivering,inactive,inactive,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 2","IMAGEM  NOVA 2",55-64,male,2025-09-27,103891466123901,120237514916220385,120237514992650385,120237514992660385,2,2,1,BRL,0,,,,,,0,0,0,0,,0,0,not_delivering,inactive,inactive,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",25-34,female,2025-09-27,103891466123901,120237514916220385,120237514996370385,120237514996380385,240,271,1.12916667,BRL,1.77,,,,1,1.77,2,0.885,6.53136531,0.73800738,,0,7.375,not_delivering,not_delivering,inactive,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 2","IMAGEM  NOVA 2",25-34,female,2025-09-27,103891466123901,120237514916220385,120237514992650385,120237514992660385,195,236,1.21025641,BRL,1.51,,,,1,1.51,3,0.50333333,6.39830508,1.27118644,,0,7.74358974,not_delivering,inactive,inactive,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",45-54,female,2025-09-27,103891466123901,120237514916220385,120237514996370385,120237514996380385,4,6,1.5,BRL,0.22,2,0.11,34.3,1,0.22,1,0.22,36.66666667,16.66666667,,200,55,not_delivering,not_delivering,inactive,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","01- ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 1","IMAGEM  NOVA 1",25-34,female,2025-09-27,103891466123901,120237514916220385,120237514916250385,120237514916230385,189,217,1.14814815,BRL,1.22,,,,1,1.22,1,1.22,5.62211982,0.46082949,,0,6.45502646,not_delivering,inactive,inactive,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 01","IMAGEM ATUALIZADA 01",25-34,male,2025-09-27,103891466123901,120233437699530385,120233437699510385,120233437699540385,100,136,1.36,BRL,1.09,,,,,,0,0,8.01470588,0,,0,10.9,active,active,active,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PPES 27.09","01- ESTADOS 18 - 44 ANOS","IMAGEM 1 MENTORIA INDIVIDUAL","IMAGEM 1 MENTORIA INDIVIDUAL",25-34,female,2025-09-27,103891466123901,120237732340480385,120237732340510385,120237732340500385,183,184,1.00546448,BRL,1.02,,,,,,0,0,5.54347826,0,,0,5.57377049,not_delivering,not_delivering,inactive,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PCPI 17.09","Novo conjunto de anúncios de Tráfego","REELS NA RUA","REELS NA RUA",25-34,male,2025-09-27,103891466123901,120237221711980385,120237221712020385,120237221827430385,1412,1434,1.01558074,BRL,5.26,,,,62,0.08483871,60,0.08766667,3.66806137,4.18410042,,0,3.72521246,not_delivering,not_delivering,inactive,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PPES 27.09","02- ESTADOS 18 - 44 ANOS — Cópia","IMAGEM 2 MENTORIA INDIVIDUAL","IMAGEM 2 MENTORIA INDIVIDUAL",25-34,female,2025-09-27,103891466123901,120237732340480385,120237732515680385,120237732515670385,190,193,1.01578947,BRL,0.77,,,,1,0.77,1,0.77,3.98963731,0.51813472,,0,4.05263158,not_delivering,inactive,inactive,2025-09-27,2025-09-27
"CONTA DE ADS - CHEGA JUNTO","VISITAS AO PERFIL [POST FEED] 09.09.25","Novo conjunto de anúncios de Tráfego","REELS - MOTIVACIONAL","REELS - MOTIVACIONAL",45-54,female,2025-09-26,103891466123901,120236801962600385,120236801962720385,120236802921430385,12,13,1.08333333,BRL,0.08,,,,1,0.08,1,0.08,6.15384615,7.69230769,,0,6.66666667,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","01- ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 1","IMAGEM  NOVA 1",35-44,male,2025-09-26,103891466123901,120237514916220385,120237514916250385,120237514916230385,223,262,1.17488789,BRL,2.38,,,,12,0.19833333,14,0.17,9.08396947,5.34351145,,0,10.67264574,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PCPI 17.09","Novo conjunto de anúncios de Tráfego","REELS NA RUA","REELS NA RUA",65+,male,2025-09-26,103891466123901,120237221711980385,120237221712020385,120237221827430385,10,11,1.1,BRL,0.06,,,,,,0,0,5.45454545,0,,0,6,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 2","IMAGEM  NOVA 2",45-54,male,2025-09-26,103891466123901,120237514916220385,120237514992650385,120237514992660385,22,31,1.40909091,BRL,0.85,,,,,,0,0,27.41935484,0,,0,38.63636364,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",35-44,female,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233438117660385,121,151,1.24793388,BRL,1.89,,,,4,0.4725,6,0.315,12.51655629,3.97350993,,0,15.61983471,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS AO PERFIL [POST FEED] 09.09.25","Novo conjunto de anúncios de Tráfego","REELS - MOTIVACIONAL","REELS - MOTIVACIONAL",65+,female,2025-09-26,103891466123901,120236801962600385,120236801962720385,120236802921430385,5,5,1,BRL,0.04,,,,1,0.04,1,0.04,8,20,,0,8,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 01","IMAGEM ATUALIZADA 01",35-44,female,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233437699540385,4,5,1.25,BRL,0.03,,,,,,0,0,6,0,,0,7.5,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",35-44,male,2025-09-26,103891466123901,120237514916220385,120237514996370385,120237514996380385,180,211,1.17222222,BRL,2.05,,,,1,2.05,1,2.05,9.71563981,0.47393365,,0,11.38888889,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PCPI 17.09","Novo conjunto de anúncios de Tráfego","REELS NA RUA","REELS NA RUA",35-44,female,2025-09-26,103891466123901,120237221711980385,120237221712020385,120237221827430385,23,24,1.04347826,BRL,0.16,,,,5,0.032,5,0.032,6.66666667,20.83333333,,0,6.95652174,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 01","IMAGEM ATUALIZADA 01",18-24,female,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233437699540385,7,8,1.14285714,BRL,0.07,,,,,,0,0,8.75,0,,0,10,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 2","IMAGEM  NOVA 2",25-34,female,2025-09-26,103891466123901,120237514916220385,120237514992650385,120237514992660385,271,307,1.13284133,BRL,2.01,,,,1,2.01,1,2.01,6.54723127,0.3257329,,0,7.41697417,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 2","IMAGEM  NOVA 2",35-44,male,2025-09-26,103891466123901,120237514916220385,120237514992650385,120237514992660385,153,180,1.17647059,BRL,1.83,,,,1,1.83,3,0.61,10.16666667,1.66666667,,0,11.96078431,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PCPI 17.09","Novo conjunto de anúncios de Tráfego","REELS NA RUA","REELS NA RUA",45-54,male,2025-09-26,103891466123901,120237221711980385,120237221712020385,120237221827430385,34,34,1,BRL,0.12,,,,3,0.04,3,0.04,3.52941176,8.82352941,,0,3.52941176,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","01- ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 1","IMAGEM  NOVA 1",25-34,unknown,2025-09-26,103891466123901,120237514916220385,120237514916250385,120237514916230385,1,1,1,BRL,0.03,,,,,,0,0,30,0,,0,30,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS AO PERFIL [POST FEED] 09.09.25","Novo conjunto de anúncios de Tráfego","REELS - MOTIVACIONAL","REELS - MOTIVACIONAL",25-34,female,2025-09-26,103891466123901,120236801962600385,120236801962720385,120236802921430385,219,223,1.01826484,BRL,0.86,,,,6,0.14333333,6,0.14333333,3.85650224,2.69058296,,0,3.92694064,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS AO PERFIL [POST FEED] 09.09.25","Novo conjunto de anúncios de Tráfego","REELS - MOTIVACIONAL","REELS - MOTIVACIONAL",25-34,unknown,2025-09-26,103891466123901,120236801962600385,120236801962720385,120236802921430385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",45-54,male,2025-09-26,103891466123901,120237514916220385,120237514996370385,120237514996380385,26,33,1.26923077,BRL,0.34,,,,,,0,0,10.3030303,0,,0,13.07692308,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PCPI 17.09","Novo conjunto de anúncios de Tráfego","REELS NA RUA","REELS NA RUA",25-34,unknown,2025-09-26,103891466123901,120237221711980385,120237221712020385,120237221827430385,1,1,1,BRL,0,,,,1,0,1,0,0,100,,0,0,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","01- ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 1","IMAGEM  NOVA 1",45-54,male,2025-09-26,103891466123901,120237514916220385,120237514916250385,120237514916230385,65,80,1.23076923,BRL,1.09,,,,4,0.2725,6,0.18166667,13.625,7.5,,0,16.76923077,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 2","IMAGEM  NOVA 2",55-64,female,2025-09-26,103891466123901,120237514916220385,120237514992650385,120237514992660385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",35-44,unknown,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233438117660385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 2","IMAGEM  NOVA 2",65+,male,2025-09-26,103891466123901,120237514916220385,120237514992650385,120237514992660385,3,3,1,BRL,0.01,,,,,,0,0,3.33333333,0,,0,3.33333333,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",65+,female,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233438117660385,2,3,1.5,BRL,0.01,,,,,,0,0,3.33333333,0,,0,5,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 2","IMAGEM  NOVA 2",18-24,male,2025-09-26,103891466123901,120237514916220385,120237514992650385,120237514992660385,66,75,1.13636364,BRL,0.33,,,,1,0.33,1,0.33,4.4,1.33333333,,0,5,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PCPI 17.09","Novo conjunto de anúncios de Tráfego","REELS NA RUA","REELS NA RUA",55-64,male,2025-09-26,103891466123901,120237221711980385,120237221712020385,120237221827430385,4,4,1,BRL,0.01,,,,1,0.01,1,0.01,2.5,25,,0,2.5,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PCPI 17.09","Novo conjunto de anúncios de Tráfego","REELS NA RUA","REELS NA RUA",25-34,male,2025-09-26,103891466123901,120237221711980385,120237221712020385,120237221827430385,1299,1312,1.0100077,BRL,5.44,,,,62,0.08774194,61,0.08918033,4.14634146,4.64939024,,0,4.1878368,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 01","IMAGEM ATUALIZADA 01",55-64,male,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233437699540385,1,1,1,BRL,0,,,,,,0,0,0,0,,0,0,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 2","IMAGEM  NOVA 2",18-24,female,2025-09-26,103891466123901,120237514916220385,120237514992650385,120237514992660385,54,66,1.22222222,BRL,0.39,2,0.195,34.3,1,0.39,2,0.195,5.90909091,3.03030303,,200,7.22222222,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PCPI 17.09","Novo conjunto de anúncios de Tráfego","REELS NA RUA","REELS NA RUA",18-24,male,2025-09-26,103891466123901,120237221711980385,120237221712020385,120237221827430385,403,404,1.00248139,BRL,1.41,,,,16,0.088125,15,0.094,3.49009901,3.71287129,,0,3.49875931,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",55-64,female,2025-09-26,103891466123901,120237514916220385,120237514996370385,120237514996380385,3,3,1,BRL,0.03,,,,,,0,0,10,0,,0,10,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PCPI 17.09","Novo conjunto de anúncios de Tráfego","REELS NA RUA","REELS NA RUA",35-44,male,2025-09-26,103891466123901,120237221711980385,120237221712020385,120237221827430385,448,450,1.00446429,BRL,2.36,,,,36,0.06555556,33,0.07151515,5.24444444,7.33333333,,0,5.26785714,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",18-24,male,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233438117660385,181,220,1.21546961,BRL,1.72,,,,4,0.43,6,0.28666667,7.81818182,2.72727273,,0,9.50276243,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",25-34,female,2025-09-26,103891466123901,120237514916220385,120237514996370385,120237514996380385,252,282,1.11904762,BRL,1.76,,,,1,1.76,2,0.88,6.24113475,0.70921986,,0,6.98412698,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","01- ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 1","IMAGEM  NOVA 1",65+,male,2025-09-26,103891466123901,120237514916220385,120237514916250385,120237514916230385,4,4,1,BRL,0.05,,,,,,0,0,12.5,0,,0,12.5,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS AO PERFIL [POST FEED] 09.09.25","Novo conjunto de anúncios de Tráfego","REELS - MOTIVACIONAL","REELS - MOTIVACIONAL",18-24,male,2025-09-26,103891466123901,120236801962600385,120236801962720385,120236802921430385,226,228,1.00884956,BRL,0.7,,,,10,0.07,10,0.07,3.07017544,4.38596491,,0,3.09734513,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS PERFIL MENTORIA PCPI 17.09","Novo conjunto de anúncios de Tráfego","REELS NA RUA","REELS NA RUA",55-64,female,2025-09-26,103891466123901,120237221711980385,120237221712020385,120237221827430385,3,3,1,BRL,0.01,,,,,,0,0,3.33333333,0,,0,3.33333333,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","02-  ESTADOS ABERTO - 18 A 44 ANOS — Cópia","IMAGEM  NOVA 2","IMAGEM  NOVA 2",35-44,female,2025-09-26,103891466123901,120237514916220385,120237514992650385,120237514992660385,77,98,1.27272727,BRL,1.38,,,,3,0.46,3,0.46,14.08163265,3.06122449,,0,17.92207792,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",55-64,female,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233438117660385,3,4,1.33333333,BRL,0.02,,,,,,0,0,5,0,,0,6.66666667,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",25-34,female,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233438117660385,439,534,1.21640091,BRL,3.82,,,,2,1.91,5,0.764,7.15355805,0.93632959,,0,8.70159453,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS AO PERFIL [POST FEED] 09.09.25","Novo conjunto de anúncios de Tráfego","REELS - MOTIVACIONAL","REELS - MOTIVACIONAL",65+,male,2025-09-26,103891466123901,120236801962600385,120236801962720385,120236802921430385,7,7,1,BRL,0.06,,,,,,0,0,8.57142857,0,,0,8.57142857,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",65+,male,2025-09-26,103891466123901,120237514916220385,120237514996370385,120237514996380385,7,9,1.28571429,BRL,0.04,,,,,,0,0,4.44444444,0,,0,5.71428571,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",35-44,female,2025-09-26,103891466123901,120237514916220385,120237514996370385,120237514996380385,62,78,1.25806452,BRL,0.86,,,,2,0.43,4,0.215,11.02564103,5.12820513,,0,13.87096774,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",18-24,female,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233438117660385,126,144,1.14285714,BRL,0.57,,,,2,0.285,4,0.1425,3.95833333,2.77777778,,0,4.52380952,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 2","IMAGEM ATUALIZADA 2",45-54,female,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233438117660385,11,17,1.54545455,BRL,0.55,,,,1,0.55,1,0.55,32.35294118,5.88235294,,0,50,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","01- ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 1","IMAGEM  NOVA 1",55-64,female,2025-09-26,103891466123901,120237514916220385,120237514916250385,120237514916230385,2,4,2,BRL,0.02,,,,,,0,0,5,0,,0,10,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 01","IMAGEM ATUALIZADA 01",35-44,male,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233437699540385,14,15,1.07142857,BRL,0.08,,,,,,0,0,5.33333333,0,,0,5.71428571,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","01- ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 1","IMAGEM  NOVA 1",18-24,male,2025-09-26,103891466123901,120237514916220385,120237514916250385,120237514916230385,63,68,1.07936508,BRL,0.45,,,,1,0.45,1,0.45,6.61764706,1.47058824,,0,7.14285714,not_delivering,inactive,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","VISITAS AO PERFIL [POST FEED] 09.09.25","Novo conjunto de anúncios de Tráfego","REELS - MOTIVACIONAL","REELS - MOTIVACIONAL",55-64,female,2025-09-26,103891466123901,120236801962600385,120236801962720385,120236802921430385,3,3,1,BRL,0.01,,,,,,0,0,3.33333333,0,,0,3.33333333,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","CBO PCPI - ATUALIZADO 23.09","ESTADOS ABERTO","IMAGEM ATUALIZADA 01","IMAGEM ATUALIZADA 01",18-24,male,2025-09-26,103891466123901,120233437699530385,120233437699510385,120233437699540385,14,15,1.07142857,BRL,0.07,,,,,,0,0,4.66666667,0,,0,5,active,active,active,2025-09-26,2025-09-26
"CONTA DE ADS - CHEGA JUNTO","ABO CONVERSÃO PCPI - TETE ADS [IMAGENS] 23.09","03-  ESTADOS ABERTO - 18 A 44 ANOS","IMAGEM  NOVA 3","IMAGEM  NOVA 3",18-24,male,2025-09-26,103891466123901,120237514916220385,120237514996370385,120237514996380385,82,100,1.2195122,BRL,0.45,,,,1,0.45,2,0.225,4.5,2,,0,5.48780488,not_delivering,not_delivering,inactive,2025-09-26,2025-09-26
